Unnamed: 0,HMDB,Symbol,Direction,MetName,Transport,T_direction,Reversibility,DB,Type
21348,HMDB0000291,ALDH3B1,1,Vanillylmandelic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41402,HMDB0001341,MAP3K12,1,ADP,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41380,HMDB0001022,OGDH,1,Succinyl-CoA,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21186,HMDB0000902,NDUFS4,1,NAD,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21185,HMDB0059661,NDUFS4,1,QH(2),unknown,unknown,irreversible,ReconProductionDegradation,met_est
21183,HMDB0001487,NDUFS4,-1,NADH,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21182,HMDB0002012,NDUFS4,-1,Ubiquinone-1,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41381,HMDB0001339,OGDH,1,Glutaryl-CoA,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41383,HMDB0001487,OGDH,1,NADH,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41401,HMDB0000538,MAP3K12,-1,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41403,HMDB0000304,GALNT12,-1,Uridine diphosphate-N-acetylgalactosamine,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21121,HMDB0000118,ALDH3A1,1,Homovanillic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41406,HMDB0006219,GALNT12,1,13-cis-Retinoic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41407,HMDB0000295,GALNT12,1,Uridine 5'-diphosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41410,HMDB0060451,ALDH1A3,-1,Chloral hydrate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21124,HMDB0000221,ALDH3A1,1,NADPH,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21123,HMDB0000209,ALDH3A1,1,Phenylacetic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21122,HMDB0001866,ALDH3A1,1,"3,4-Dihydroxymandelic acid",unknown,unknown,irreversible,ReconProductionDegradation,met_est
41411,HMDB0006355,ALDH1A3,-1,"D-Glucurono-6,3-lactone",unknown,unknown,irreversible,ReconProductionDegradation,met_est
41412,HMDB0003052,ALDH1A3,-1,Lactaldehyde,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21037,HMDB0000162,PYCR2,1,L-Proline,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21050,HMDB0000095,ST3GAL6,1,Cytidine monophosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21049,HMDB0006219,ST3GAL6,1,13-cis-Retinoic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21047,HMDB0001176,ST3GAL6,-1,Cytidine 5'-monophosphate-N-acetylneuraminic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21043,HMDB0000045,HECTD3,1,Adenosine monophosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21041,HMDB0000538,HECTD3,-1,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21040,HMDB0000221,PYCR2,1,NADPH,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21039,HMDB0062585,PYCR2,1,"(3R,5S)-1-pyrroline-3-hydroxy-5-carboxylic Acid",unknown,unknown,irreversible,ReconProductionDegradation,met_est
21038,HMDB0000217,PYCR2,1,NADP,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21029,HMDB0000725,PYCR2,-1,4-Hydroxyproline,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21028,HMDB0001301,PYCR2,-1,1-Pyrroline-5-carboxylic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41426,HMDB0042048,ALDH1A3,1,Trichloroacetic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41427,HMDB0000190,ALDH1A3,1,L-Lactic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41428,HMDB0000042,ALDH1A3,1,Acetic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41429,HMDB0000115,ALDH1A3,1,Glycolic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41430,HMDB0002820,ALDH1A3,1,Methylimidazoleacetic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41431,HMDB0000663,ALDH1A3,1,Glucaric acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41424,HMDB0000902,ALDH1A3,-1,NAD,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41423,HMDB0003791,ALDH1A3,-1,"3,4-Dihydroxyphenylacetaldehyde",unknown,unknown,irreversible,ReconProductionDegradation,met_est
21056,HMDB0000122,GBA1,1,D-Glucose,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21088,HMDB0000243,AGXT2,1,Pyruvic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21087,HMDB0000123,AGXT2,1,Glycine,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41413,HMDB0000990,ALDH1A3,-1,Acetaldehyde,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41414,HMDB0003344,ALDH1A3,-1,Glycolaldehyde,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41415,HMDB0041610,ALDH1A3,-1,"(2,2-Diethoxyethyl)benzene",unknown,unknown,irreversible,ReconProductionDegradation,met_est
41416,HMDB0004181,ALDH1A3,-1,Methylimidazole acetaldehyde,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41417,HMDB0006458,ALDH1A3,-1,D-Lactaldehyde,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41420,HMDB0004061,ALDH1A3,-1,3-Methoxy-4-hydroxyphenylglycolaldehyde,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21074,HMDB0000119,AGXT2,-1,Glyoxylic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21068,HMDB0000212,HEXD,1,N-Acetylgalactosamine,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21067,HMDB0004886,HEXD,1,Trihexosylceramide (d18:1/24:0),unknown,unknown,irreversible,ReconProductionDegradation,met_est
21066,HMDB0004852,HEXD,1,Ganglioside GM3 (d18:1/25:0),unknown,unknown,irreversible,ReconProductionDegradation,met_est
21062,HMDB0004968,HEXD,-1,Tetrahexosylceramide (d18:1/25:0),unknown,unknown,irreversible,ReconProductionDegradation,met_est
21061,HMDB0004897,HEXD,-1,Ganglioside GA2 (d18:1/24:0),unknown,unknown,irreversible,ReconProductionDegradation,met_est
21060,HMDB0004936,HEXD,-1,Ganglioside GM2 (d18:1/12:0),unknown,unknown,irreversible,ReconProductionDegradation,met_est
41422,HMDB0006242,ALDH1A3,-1,"3,4-Dihydroxymandelaldehyde",unknown,unknown,irreversible,ReconProductionDegradation,met_est
41379,HMDB0006744,OGDH,1,3-Carboxy-1-hydroxypropylthiamine diphosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21301,HMDB0000302,ABO,-1,Uridine diphosphategalactose,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21320,HMDB0000301,UROC1,-1,Urocanic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21306,HMDB0000295,ABO,1,Uridine 5'-diphosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21305,HMDB0006219,ABO,1,13-cis-Retinoic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21300,HMDB0000304,ABO,-1,Uridine diphosphate-N-acetylgalactosamine,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21299,HMDB0001341,IRAK3,1,ADP,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21298,HMDB0000538,IRAK3,-1,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41359,HMDB0000252,SPHK2,-1,Sphingosine,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41360,HMDB0000269,SPHK2,-1,Sphinganine,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41361,HMDB0000538,SPHK2,-1,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21280,HMDB0000217,FMO5,1,NADP,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21279,HMDB0000925,FMO5,1,Trimethylamine N-oxide,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21277,HMDB0000221,FMO5,-1,NADPH,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21322,HMDB0001014,UROC1,1,4-Imidazolone-5-propionic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21323,HMDB0060451,ALDH3B1,-1,Chloral hydrate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21324,HMDB0006355,ALDH3B1,-1,"D-Glucurono-6,3-lactone",unknown,unknown,irreversible,ReconProductionDegradation,met_est
21325,HMDB0003052,ALDH3B1,-1,Lactaldehyde,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21345,HMDB0000042,ALDH3B1,1,Acetic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21344,HMDB0001487,ALDH3B1,1,NADH,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21343,HMDB0000663,ALDH3B1,1,Glucaric acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21342,HMDB0002820,ALDH3B1,1,Methylimidazoleacetic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21341,HMDB0000115,ALDH3B1,1,Glycolic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21340,HMDB0000190,ALDH3B1,1,L-Lactic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21339,HMDB0042048,ALDH3B1,1,Trichloroacetic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21337,HMDB0000902,ALDH3B1,-1,NAD,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21336,HMDB0003791,ALDH3B1,-1,"3,4-Dihydroxyphenylacetaldehyde",unknown,unknown,irreversible,ReconProductionDegradation,met_est
21334,HMDB0006242,ALDH3B1,-1,"3,4-Dihydroxymandelaldehyde",unknown,unknown,irreversible,ReconProductionDegradation,met_est
21332,HMDB0004061,ALDH3B1,-1,3-Methoxy-4-hydroxyphenylglycolaldehyde,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21330,HMDB0000990,ALDH3B1,-1,Acetaldehyde,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21329,HMDB0006458,ALDH3B1,-1,D-Lactaldehyde,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21328,HMDB0004181,ALDH3B1,-1,Methylimidazole acetaldehyde,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21327,HMDB0041610,ALDH3B1,-1,"(2,2-Diethoxyethyl)benzene",unknown,unknown,irreversible,ReconProductionDegradation,met_est
21326,HMDB0003344,ALDH3B1,-1,Glycolaldehyde,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21276,HMDB0000906,FMO5,-1,Trimethylamine,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21274,HMDB0003966,FMO5,-1,Selenomethionine,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21219,HMDB0000538,STK32A,-1,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41373,HMDB0000962,OGDH,-1,Lipoamide,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41374,HMDB0000208,OGDH,-1,Oxoglutaric acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41377,HMDB0006832,OGDH,1,S-Glutaryldihydrolipoamide,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21226,HMDB0000538,ATP5PF,1,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21222,HMDB0001341,ATP5PF,-1,ADP,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21220,HMDB0001341,STK32A,1,ADP,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41378,HMDB0001177,OGDH,1,(S)-Succinyldihydrolipoamide,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21198,HMDB0012253,AMY2B,1,Maltohexaose,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21197,HMDB0000660,AMY2B,1,D-Fructose,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21196,HMDB0000163,AMY2B,1,D-Maltose,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41372,HMDB0000225,OGDH,-1,Oxoadipic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41371,HMDB0000902,OGDH,-1,NAD,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21264,HMDB0000854,AMDHD1,1,Formiminoglutamic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21260,HMDB0001014,AMDHD1,-1,4-Imidazolone-5-propionic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41366,HMDB0000277,SPHK2,1,Sphingosine 1-phosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41367,HMDB0001383,SPHK2,1,Sphinganine 1-phosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41368,HMDB0001341,SPHK2,1,ADP,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41370,HMDB0001423,OGDH,-1,Coenzyme A,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21242,HMDB0000295,XYLT2,1,Uridine 5'-diphosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21241,HMDB0001018,XYLT2,-1,UDP-D-Xylose,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41432,HMDB0001336,ALDH1A3,1,"3,4-Dihydroxybenzeneacetic acid",unknown,unknown,irreversible,ReconProductionDegradation,met_est
41433,HMDB0001487,ALDH1A3,1,NADH,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20739,HMDB0000210,PANK2,-1,Pantothenic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41493,HMDB0000538,MKNK2,-1,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20730,HMDB0001341,LTK,1,ADP,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20729,HMDB0000538,LTK,-1,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41494,HMDB0001341,MKNK2,1,ADP,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41495,HMDB0000538,UHRF1,-1,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41497,HMDB0000045,UHRF1,1,Adenosine monophosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20722,HMDB0000295,GBGT1,1,Uridine 5'-diphosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20719,HMDB0000304,GBGT1,-1,Uridine diphosphate-N-acetylgalactosamine,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20718,HMDB0004968,GBGT1,-1,Tetrahexosylceramide (d18:1/25:0),unknown,unknown,irreversible,ReconProductionDegradation,met_est
20717,HMDB0000302,GBGT1,-1,Uridine diphosphategalactose,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20705,HMDB0000254,P4HA1,1,Succinic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20704,HMDB0000725,P4HA1,1,4-Hydroxyproline,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20699,HMDB0000208,P4HA1,-1,Oxoglutaric acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20748,HMDB0001416,PANK2,1,Pantetheine 4'-phosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20749,HMDB0001016,PANK2,1,D-4'-Phosphopantothenate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20750,HMDB0001341,PANK2,1,ADP,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20778,HMDB0000338,CYP2D6,1,2-Hydroxyestradiol,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20777,HMDB0001248,CYP2D6,1,FAD,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20773,HMDB0006543,CYP2D6,-1,Debrisoquine,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20772,HMDB0000053,CYP2D6,-1,Androstenedione,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20771,HMDB0000673,CYP2D6,-1,Linoleic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20770,HMDB0001043,CYP2D6,-1,Arachidonic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20769,HMDB0000234,CYP2D6,-1,Testosterone,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20768,HMDB0011603,CYP2D6,-1,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanone,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20766,HMDB0001197,CYP2D6,-1,FADH,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20765,HMDB0062469,CYP2D6,-1,Benzo[a]pyrene,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20764,HMDB0062429,CYP2D6,-1,"7,12-Dimethylbenz[a]anthracene",unknown,unknown,irreversible,ReconProductionDegradation,met_est
20763,HMDB0060116,CYP2D6,-1,"Dibenzo[a,l]pyrene",unknown,unknown,irreversible,ReconProductionDegradation,met_est
20755,HMDB0001423,LPCAT4,1,Coenzyme A,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20754,HMDB0011158,LPCAT4,1,PE(P-16:0/16:0),unknown,unknown,irreversible,ReconProductionDegradation,met_est
20752,HMDB0011149,LPCAT4,-1,LysoPC(O-18:0/0:0),unknown,unknown,irreversible,ReconProductionDegradation,met_est
20698,HMDB0000162,P4HA1,-1,L-Proline,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41542,HMDB0004897,NEU2,1,Ganglioside GA2 (d18:1/24:0),unknown,unknown,irreversible,ReconProductionDegradation,met_est
20628,HMDB0000217,HSD17B12,1,NADP,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20621,HMDB0000151,HSD17B12,1,Estradiol,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41537,HMDB0004852,NEU2,-1,Ganglioside GM3 (d18:1/25:0),unknown,unknown,irreversible,ReconProductionDegradation,met_est
41538,HMDB0004936,NEU2,-1,Ganglioside GM2 (d18:1/12:0),unknown,unknown,irreversible,ReconProductionDegradation,met_est
20603,HMDB0000221,HSD17B12,-1,NADPH,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20602,HMDB0000145,HSD17B12,-1,Estrone,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20598,HMDB0000295,FUT10,1,Uridine 5'-diphosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20596,HMDB0000302,FUT10,-1,Uridine diphosphategalactose,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20647,HMDB0000304,GALNT10,-1,Uridine diphosphate-N-acetylgalactosamine,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20650,HMDB0006219,GALNT10,1,13-cis-Retinoic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20651,HMDB0000295,GALNT10,1,Uridine 5'-diphosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20687,HMDB0001341,FGR,1,ADP,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20686,HMDB0000538,FGR,-1,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20683,HMDB0001201,ADSS2,1,Guanosine diphosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20679,HMDB0000191,ADSS2,-1,L-Aspartic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20678,HMDB0001273,ADSS2,-1,Guanosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20677,HMDB0000175,ADSS2,-1,Inosinic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20670,HMDB0001341,PRKACB,1,ADP,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20669,HMDB0000538,PRKACB,-1,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20655,HMDB0001341,PIM1,1,ADP,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20654,HMDB0000538,PIM1,-1,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20779,HMDB0000335,CYP2D6,1,16a-Hydroxyestrone,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20967,HMDB0000902,IMPDH1,-1,NAD,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20966,HMDB0000175,IMPDH1,-1,Inosinic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20963,HMDB0000169,MANBA,1,D-Mannose,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20962,HMDB0000215,MANBA,1,N-Acetyl-D-glucosamine,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20958,HMDB0006535,MANBA,-1,"beta-1,4-Mannosyl-N-acetylglucosamine",unknown,unknown,irreversible,ReconProductionDegradation,met_est
20936,HMDB0000221,IDH1,1,NADPH,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20935,HMDB0003974,IDH1,1,Oxalosuccinic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20933,HMDB0000208,IDH1,1,Oxoglutaric acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20931,HMDB0000217,IDH1,-1,NADP,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20930,HMDB0000193,IDH1,-1,Isocitric acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20915,HMDB0000295,EXT1,1,Uridine 5'-diphosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20910,HMDB0000290,EXT1,-1,Uridine diphosphate-N-acetylglucosamine,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20909,HMDB0000935,EXT1,-1,Uridine diphosphate glucuronic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20908,HMDB0001341,PRKDC,1,ADP,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20907,HMDB0000538,PRKDC,-1,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20969,HMDB0001554,IMPDH1,1,Xanthylic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20970,HMDB0001487,IMPDH1,1,NADH,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41439,HMDB0000221,ALDH1A3,1,NADPH,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41435,HMDB0000291,ALDH1A3,1,Vanillylmandelic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21011,HMDB0001341,PRKCH,1,ADP,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21010,HMDB0000538,PRKCH,-1,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21009,HMDB0001341,RIPK1,1,ADP,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21008,HMDB0000538,RIPK1,-1,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21004,HMDB0000045,UBE2B,1,Adenosine monophosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
21002,HMDB0000538,UBE2B,-1,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41436,HMDB0000118,ALDH1A3,1,Homovanillic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
41437,HMDB0001866,ALDH1A3,1,"3,4-Dihydroxymandelic acid",unknown,unknown,irreversible,ReconProductionDegradation,met_est
41438,HMDB0000209,ALDH1A3,1,Phenylacetic acid,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20995,HMDB0000045,RNF144A,1,Adenosine monophosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20993,HMDB0000538,RNF144A,-1,Adenosine triphosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20991,HMDB0001498,PLCD3,1,"myo-Inositol 1,4,5-trisphosphate",unknown,unknown,irreversible,ReconProductionDegradation,met_est
20990,HMDB0000968,PLCD3,1,"D-myo-Inositol 1,4-bisphosphate",unknown,unknown,irreversible,ReconProductionDegradation,met_est
20989,HMDB0000213,PLCD3,1,myo-Inositol 1-phosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20906,HMDB0002012,UQCRQ,1,Ubiquinone-1,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20904,HMDB0059661,UQCRQ,-1,QH(2),unknown,unknown,irreversible,ReconProductionDegradation,met_est
20782,HMDB0062404,CYP2D6,1,4-Hydroxy-4-(methylnitrosoamino)-1-(3-pyridinyl)-1-butanone,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20793,HMDB0000217,CYP2D6,1,NADP,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20900,HMDB0000045,UBE2NL,1,Adenosine monophosphate,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20792,HMDB0006468,CYP2D6,1,4-Hydroxydebrisoquine,unknown,unknown,irreversible,ReconProductionDegradation,met_est
20791,HMDB0004701,CYP2D6,1,"9,10-Epoxyoctadecenoic acid",unknown,unknown,irreversible,ReconProductionDegradation,met_est
20790,HMDB0002190,CYP2D6,1,"5,6-Epoxy-8,11,14-eicosatrienoic acid",unknown,unknown,irreversible,ReconProductionDegradation,met_est
