symbol	hmdb_id	name
GPR45	HMDB0251796	Endothelin 1 swine, human
OPRK1	HMDB0251796	Endothelin 1 swine, human
GPR84	HMDB0251796	Endothelin 1 swine, human
SSTR1	HMDB0251796	Endothelin 1 swine, human
GPR65	HMDB0251796	Endothelin 1 swine, human
ACKR3	HMDB0251796	Endothelin 1 swine, human
AGTR1	HMDB0251796	Endothelin 1 swine, human
GPR6	HMDB0251796	Endothelin 1 swine, human
TAAR6	HMDB0251796	Endothelin 1 swine, human
TAAR8	HMDB0251796	Endothelin 1 swine, human
TAAR1	HMDB0251796	Endothelin 1 swine, human
HTR2C	HMDB0251796	Endothelin 1 swine, human
GPR119	HMDB0251796	Endothelin 1 swine, human
NPFFR1	HMDB0251796	Endothelin 1 swine, human
ADRA2A	HMDB0251796	Endothelin 1 swine, human
MCHR2	HMDB0251796	Endothelin 1 swine, human
GPR26	HMDB0251796	Endothelin 1 swine, human
HTR5A	HMDB0251796	Endothelin 1 swine, human
HTR6	HMDB0251796	Endothelin 1 swine, human
PTGIR	HMDB0251796	Endothelin 1 swine, human
CCR2	HMDB0251796	Endothelin 1 swine, human
CCR5	HMDB0251796	Endothelin 1 swine, human
PTGER1	HMDB0251796	Endothelin 1 swine, human
SSTR5	HMDB0251796	Endothelin 1 swine, human
CCKAR	HMDB0251796	Endothelin 1 swine, human
CCR1	HMDB0251796	Endothelin 1 swine, human
RHO	HMDB0251796	Endothelin 1 swine, human
GPR85	HMDB0251796	Endothelin 1 swine, human
GPR101	HMDB0251796	Endothelin 1 swine, human
AVPR1A	HMDB0251796	Endothelin 1 swine, human
GALR1	HMDB0251796	Endothelin 1 swine, human
MC4R	HMDB0251796	Endothelin 1 swine, human
GPR22	HMDB0251796	Endothelin 1 swine, human
PTGER4	HMDB0251796	Endothelin 1 swine, human
GPR27	HMDB0251796	Endothelin 1 swine, human
PTGDR	HMDB0251796	Endothelin 1 swine, human
NTSR2	HMDB0251796	Endothelin 1 swine, human
PROKR1	HMDB0251796	Endothelin 1 swine, human
CXCR6	HMDB0251796	Endothelin 1 swine, human
ADORA2B	HMDB0251796	Endothelin 1 swine, human
ADRB2	HMDB0251796	Endothelin 1 swine, human
NMUR1	HMDB0251796	Endothelin 1 swine, human
DRD5	HMDB0251796	Endothelin 1 swine, human
GPR37	HMDB0251796	Endothelin 1 swine, human
ADRA1B	HMDB0251796	Endothelin 1 swine, human
LTB4R	HMDB0251796	Endothelin 1 swine, human
HTR1E	HMDB0251796	Endothelin 1 swine, human
NPFFR2	HMDB0251796	Endothelin 1 swine, human
ADORA1	HMDB0251796	Endothelin 1 swine, human
GPR151	HMDB0251796	Endothelin 1 swine, human
GPR148	HMDB0251796	Endothelin 1 swine, human
TRHR	HMDB0251796	Endothelin 1 swine, human
GPR88	HMDB0251796	Endothelin 1 swine, human
EDNRA	HMDB0251796	Endothelin 1 swine, human
HTR1A	HMDB0251796	Endothelin 1 swine, human
MC5R	HMDB0251796	Endothelin 1 swine, human
GPR62	HMDB0251796	Endothelin 1 swine, human
HTR1F	HMDB0251796	Endothelin 1 swine, human
UTS2R	HMDB0251796	Endothelin 1 swine, human
OXTR	HMDB0251796	Endothelin 1 swine, human
GPR39	HMDB0251796	Endothelin 1 swine, human
RXFP3	HMDB0251796	Endothelin 1 swine, human
GALR2	HMDB0251796	Endothelin 1 swine, human
NPBWR1	HMDB0251796	Endothelin 1 swine, human
GPR173	HMDB0251796	Endothelin 1 swine, human
NPY2R	HMDB0251796	Endothelin 1 swine, human
CCR4	HMDB0251796	Endothelin 1 swine, human
GPR19	HMDB0251796	Endothelin 1 swine, human
MC2R	HMDB0251796	Endothelin 1 swine, human
GPR142	HMDB0251796	Endothelin 1 swine, human
CCKBR	HMDB0251796	Endothelin 1 swine, human
ADORA2A	HMDB0251796	Endothelin 1 swine, human
OPRL1	HMDB0251796	Endothelin 1 swine, human
HTR7	HMDB0251796	Endothelin 1 swine, human
AVPR2	HMDB0251796	Endothelin 1 swine, human
NPY5R	HMDB0251796	Endothelin 1 swine, human
HRH3	HMDB0251796	Endothelin 1 swine, human
ADRB3	HMDB0251796	Endothelin 1 swine, human
PTGER3	HMDB0251796	Endothelin 1 swine, human
SSTR2	HMDB0251796	Endothelin 1 swine, human
CCR9	HMDB0251796	Endothelin 1 swine, human
LPAR1	HMDB0251796	Endothelin 1 swine, human
NPSR1	HMDB0251796	Endothelin 1 swine, human
HTR4	HMDB0251796	Endothelin 1 swine, human
NPY1R	HMDB0251796	Endothelin 1 swine, human
DRD2	HMDB0251796	Endothelin 1 swine, human
OPN3	HMDB0251796	Endothelin 1 swine, human
AVPR1B	HMDB0251796	Endothelin 1 swine, human
GPR37L1	HMDB0251796	Endothelin 1 swine, human
GPR52	HMDB0251796	Endothelin 1 swine, human
TAAR2	HMDB0251796	Endothelin 1 swine, human
RXFP4	HMDB0251796	Endothelin 1 swine, human
ADRB1	HMDB0251796	Endothelin 1 swine, human
CNR1	HMDB0251796	Endothelin 1 swine, human
NPBWR2	HMDB0251796	Endothelin 1 swine, human
HTR1B	HMDB0251796	Endothelin 1 swine, human
OPN1LW	HMDB0251796	Endothelin 1 swine, human
NTSR1	HMDB0251796	Endothelin 1 swine, human
LPAR3	HMDB0251796	Endothelin 1 swine, human
BRS3	HMDB0251796	Endothelin 1 swine, human
PTGFR	HMDB0251796	Endothelin 1 swine, human
HCRTR2	HMDB0251796	Endothelin 1 swine, human
OPN5	HMDB0251796	Endothelin 1 swine, human
FFAR4	HMDB0251796	Endothelin 1 swine, human
AGTR2	HMDB0251796	Endothelin 1 swine, human
OPN4	HMDB0251796	Endothelin 1 swine, human
GPR21	HMDB0251796	Endothelin 1 swine, human
HCRTR1	HMDB0251796	Endothelin 1 swine, human
GPR3	HMDB0251796	Endothelin 1 swine, human
NPY4R	HMDB0251796	Endothelin 1 swine, human
CNR2	HMDB0251796	Endothelin 1 swine, human
EDNRB	HMDB0251796	Endothelin 1 swine, human
HRH2	HMDB0251796	Endothelin 1 swine, human
ADRA1D	HMDB0251796	Endothelin 1 swine, human
GPR150	HMDB0251796	Endothelin 1 swine, human
GRPR	HMDB0251796	Endothelin 1 swine, human
ADRA1A	HMDB0251796	Endothelin 1 swine, human
GPR12	HMDB0251796	Endothelin 1 swine, human
GPR78	HMDB0251796	Endothelin 1 swine, human
DRD3	HMDB0251796	Endothelin 1 swine, human
QRFPR	HMDB0251796	Endothelin 1 swine, human
GPR135	HMDB0251796	Endothelin 1 swine, human
LPAR2	HMDB0251796	Endothelin 1 swine, human
GPR61	HMDB0251796	Endothelin 1 swine, human
ADRA2C	HMDB0251796	Endothelin 1 swine, human
CXCR4	HMDB0251796	Endothelin 1 swine, human
TBXA2R	HMDB0251796	Endothelin 1 swine, human
OPRM1	HMDB0251796	Endothelin 1 swine, human
LTB4R2	HMDB0251796	Endothelin 1 swine, human
CCR3	HMDB0251796	Endothelin 1 swine, human
MC1R	HMDB0251796	Endothelin 1 swine, human
GPR176	HMDB0251796	Endothelin 1 swine, human
GPR139	HMDB0251796	Endothelin 1 swine, human
SSTR4	HMDB0247329	Prosomatostatin
SSTR1	HMDB0247329	Prosomatostatin
SSTR5	HMDB0247329	Prosomatostatin
SSTR2	HMDB0247329	Prosomatostatin
CCKBR	HMDB0254130	Little gastrin I
DRD4	HMDB0249914	Agtad[cfwkyc]V
BDKRB1	HMDB0249914	Agtad[cfwkyc]V
PROKR2	HMDB0249914	Agtad[cfwkyc]V
MLNR	HMDB0249914	Agtad[cfwkyc]V
GNRHR	HMDB0249914	Agtad[cfwkyc]V
GPR63	HMDB0249914	Agtad[cfwkyc]V
KISS1R	HMDB0249914	Agtad[cfwkyc]V
OPRD1	HMDB0249914	Agtad[cfwkyc]V
PRLHR	HMDB0249914	Agtad[cfwkyc]V
GHSR	HMDB0249914	Agtad[cfwkyc]V
GPR83	HMDB0249914	Agtad[cfwkyc]V
MC3R	HMDB0249914	Agtad[cfwkyc]V
PTGER2	HMDB0249914	Agtad[cfwkyc]V
MCHR1	HMDB0249914	Agtad[cfwkyc]V
GALR3	HMDB0249914	Agtad[cfwkyc]V
OPN1SW	HMDB0249914	Agtad[cfwkyc]V
SSTR4	HMDB0249914	Agtad[cfwkyc]V
NMUR2	HMDB0249914	Agtad[cfwkyc]V
HRH4	HMDB0249914	Agtad[cfwkyc]V
APLNR	HMDB0249914	Agtad[cfwkyc]V
TAAR5	HMDB0249914	Agtad[cfwkyc]V
NMBR	HMDB0249914	Agtad[cfwkyc]V
HTR2B	HMDB0249914	Agtad[cfwkyc]V
GPR45	HMDB0249914	Agtad[cfwkyc]V
OPRK1	HMDB0249914	Agtad[cfwkyc]V
GPR84	HMDB0249914	Agtad[cfwkyc]V
SSTR1	HMDB0249914	Agtad[cfwkyc]V
GPR65	HMDB0249914	Agtad[cfwkyc]V
ACKR3	HMDB0249914	Agtad[cfwkyc]V
AGTR1	HMDB0249914	Agtad[cfwkyc]V
GPR6	HMDB0249914	Agtad[cfwkyc]V
TAAR6	HMDB0249914	Agtad[cfwkyc]V
TAAR8	HMDB0249914	Agtad[cfwkyc]V
TAAR1	HMDB0249914	Agtad[cfwkyc]V
HTR2C	HMDB0249914	Agtad[cfwkyc]V
GPR119	HMDB0249914	Agtad[cfwkyc]V
NPFFR1	HMDB0249914	Agtad[cfwkyc]V
ADRA2A	HMDB0249914	Agtad[cfwkyc]V
MCHR2	HMDB0249914	Agtad[cfwkyc]V
GPR26	HMDB0249914	Agtad[cfwkyc]V
HTR5A	HMDB0249914	Agtad[cfwkyc]V
HTR6	HMDB0249914	Agtad[cfwkyc]V
PTGIR	HMDB0249914	Agtad[cfwkyc]V
CCR2	HMDB0249914	Agtad[cfwkyc]V
CCR5	HMDB0249914	Agtad[cfwkyc]V
PTGER1	HMDB0249914	Agtad[cfwkyc]V
SSTR5	HMDB0249914	Agtad[cfwkyc]V
CCKAR	HMDB0249914	Agtad[cfwkyc]V
CCR1	HMDB0249914	Agtad[cfwkyc]V
RHO	HMDB0249914	Agtad[cfwkyc]V
GPR85	HMDB0249914	Agtad[cfwkyc]V
GPR101	HMDB0249914	Agtad[cfwkyc]V
AVPR1A	HMDB0249914	Agtad[cfwkyc]V
GALR1	HMDB0249914	Agtad[cfwkyc]V
MC4R	HMDB0249914	Agtad[cfwkyc]V
GPR22	HMDB0249914	Agtad[cfwkyc]V
PTGER4	HMDB0249914	Agtad[cfwkyc]V
GPR27	HMDB0249914	Agtad[cfwkyc]V
PTGDR	HMDB0249914	Agtad[cfwkyc]V
NTSR2	HMDB0249914	Agtad[cfwkyc]V
PROKR1	HMDB0249914	Agtad[cfwkyc]V
CXCR6	HMDB0249914	Agtad[cfwkyc]V
ADORA2B	HMDB0249914	Agtad[cfwkyc]V
ADRB2	HMDB0249914	Agtad[cfwkyc]V
NMUR1	HMDB0249914	Agtad[cfwkyc]V
DRD5	HMDB0249914	Agtad[cfwkyc]V
GPR37	HMDB0249914	Agtad[cfwkyc]V
ADRA1B	HMDB0249914	Agtad[cfwkyc]V
LTB4R	HMDB0249914	Agtad[cfwkyc]V
HTR1E	HMDB0249914	Agtad[cfwkyc]V
NPFFR2	HMDB0249914	Agtad[cfwkyc]V
ADORA1	HMDB0249914	Agtad[cfwkyc]V
GPR151	HMDB0249914	Agtad[cfwkyc]V
GPR148	HMDB0249914	Agtad[cfwkyc]V
TRHR	HMDB0249914	Agtad[cfwkyc]V
GPR88	HMDB0249914	Agtad[cfwkyc]V
EDNRA	HMDB0249914	Agtad[cfwkyc]V
HTR1A	HMDB0249914	Agtad[cfwkyc]V
MC5R	HMDB0249914	Agtad[cfwkyc]V
GPR62	HMDB0249914	Agtad[cfwkyc]V
HTR1F	HMDB0249914	Agtad[cfwkyc]V
UTS2R	HMDB0249914	Agtad[cfwkyc]V
OXTR	HMDB0249914	Agtad[cfwkyc]V
GPR39	HMDB0249914	Agtad[cfwkyc]V
RXFP3	HMDB0249914	Agtad[cfwkyc]V
GALR2	HMDB0249914	Agtad[cfwkyc]V
NPBWR1	HMDB0249914	Agtad[cfwkyc]V
GPR173	HMDB0249914	Agtad[cfwkyc]V
NPY2R	HMDB0249914	Agtad[cfwkyc]V
CCR4	HMDB0249914	Agtad[cfwkyc]V
GPR19	HMDB0249914	Agtad[cfwkyc]V
MC2R	HMDB0249914	Agtad[cfwkyc]V
GPR142	HMDB0249914	Agtad[cfwkyc]V
CCKBR	HMDB0249914	Agtad[cfwkyc]V
ADORA2A	HMDB0249914	Agtad[cfwkyc]V
OPRL1	HMDB0249914	Agtad[cfwkyc]V
HTR7	HMDB0249914	Agtad[cfwkyc]V
AVPR2	HMDB0249914	Agtad[cfwkyc]V
NPY5R	HMDB0249914	Agtad[cfwkyc]V
HRH3	HMDB0249914	Agtad[cfwkyc]V
ADRB3	HMDB0249914	Agtad[cfwkyc]V
PTGER3	HMDB0249914	Agtad[cfwkyc]V
SSTR2	HMDB0249914	Agtad[cfwkyc]V
CCR9	HMDB0249914	Agtad[cfwkyc]V
LPAR1	HMDB0249914	Agtad[cfwkyc]V
NPSR1	HMDB0249914	Agtad[cfwkyc]V
HTR4	HMDB0249914	Agtad[cfwkyc]V
NPY1R	HMDB0249914	Agtad[cfwkyc]V
DRD2	HMDB0249914	Agtad[cfwkyc]V
OPN3	HMDB0249914	Agtad[cfwkyc]V
AVPR1B	HMDB0249914	Agtad[cfwkyc]V
GPR37L1	HMDB0249914	Agtad[cfwkyc]V
GPR52	HMDB0249914	Agtad[cfwkyc]V
TAAR2	HMDB0249914	Agtad[cfwkyc]V
RXFP4	HMDB0249914	Agtad[cfwkyc]V
ADRB1	HMDB0249914	Agtad[cfwkyc]V
CNR1	HMDB0249914	Agtad[cfwkyc]V
NPBWR2	HMDB0249914	Agtad[cfwkyc]V
HTR1B	HMDB0249914	Agtad[cfwkyc]V
OPN1LW	HMDB0249914	Agtad[cfwkyc]V
NTSR1	HMDB0249914	Agtad[cfwkyc]V
LPAR3	HMDB0249914	Agtad[cfwkyc]V
BRS3	HMDB0249914	Agtad[cfwkyc]V
PTGFR	HMDB0249914	Agtad[cfwkyc]V
HCRTR2	HMDB0249914	Agtad[cfwkyc]V
OPN5	HMDB0249914	Agtad[cfwkyc]V
FFAR4	HMDB0249914	Agtad[cfwkyc]V
AGTR2	HMDB0249914	Agtad[cfwkyc]V
OPN4	HMDB0249914	Agtad[cfwkyc]V
GPR21	HMDB0249914	Agtad[cfwkyc]V
HCRTR1	HMDB0249914	Agtad[cfwkyc]V
GPR3	HMDB0249914	Agtad[cfwkyc]V
NPY4R	HMDB0249914	Agtad[cfwkyc]V
